RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,SurveyIndexArea,ReasonHaulDisruption,DateofCalculation
HH,BITS,4,SE,77SE,TVL,75,S,T,241,18,2021,11,25,1047,11,30,D,57.3162,19.1066,57.3394,19.1365,43G9,77,N,983,1,1,C,-9.0000,-9,-9,2778,-9,-9,-9,4.4000,720,-9.0,-9.0,213,-9.0000,488,41,3.2000,3.0000,-9,-9.0000,-9,-9.0000,230,11,-9,-9.0000,7.9,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,242,19,2021,11,25,1135,11,30,D,57.3058,19.0575,57.3270,19.0819,43G9,69,V,-9,1,1,C,7.5000,-9,-9,2778,310,-9,-9,4.4000,720,66.0,26.0,213,-9.0000,488,32,3.0000,3.1000,-9,-9.0000,-9,-9.0000,240,12,-9,-9.0000,7.8,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,20,2021,12,13,0935,12,-9,D,56.4817,20.1317,56.4817,20.1317,41H0,85,N,H_20,1,1,C,-9.0000,-9,-9,-9,-9,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,225,4,-9,0.5000,7.4,6.8,7.43,11.42,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,21,2021,12,13,1120,12,-9,D,56.3700,19.8633,56.3700,19.8633,41G9,88,N,H_21,1,1,C,-9.0000,-9,-9,-9,-9,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,225,7,-9,0.5000,7.2,6.7,7.46,11.32,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,22,2021,12,13,1300,11,15,D,56.2817,19.6850,56.2733,19.6717,41G9,74,V,H_22,1,1,C,-9.0000,-9,-9,-9,150,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,220,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,225,7,-9,0.5000,7.0,6.6,7.41,11.06,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,23,2021,12,13,1430,13,-9,D,56.2283,19.5067,56.2283,19.5067,41G9,105,N,H_23,1,1,C,-9.0000,-9,-9,-9,-9,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,180,4,-9,0.5000,6.4,6.8,7.35,11.39,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,24,2021,12,13,1550,13,-9,D,56.4617,19.7067,56.4617,19.7067,41G9,111,N,H_24,1,1,C,-9.0000,-9,-9,-9,-9,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,203,7,-9,0.5000,7.2,7.0,7.44,11.63,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,25,2021,12,13,1735,14,-9,D,56.5583,19.5767,56.5583,19.5767,42G9,149,N,H_25,1,1,C,-9.0000,-9,-9,-9,-9,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,180,7,-9,0.5000,6.3,7.3,7.43,12.46,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,14,2021,12,12,0815,11,15,D,57.2000,20.7367,57.2133,20.7350,43H0,68,V,H_14,1,1,C,-9.0000,-9,-9,-9,150,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,360,3.1000,-9.0000,-9,-9.0000,-9,-9.0000,203,10,-9,1.0000,7.3,7.3,7.43,7.47,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,15,2021,12,12,1030,12,-9,D,57.0483,20.6167,57.0483,20.6167,43H0,88,N,H_15,1,1,C,-9.0000,-9,-9,-9,-9,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,225,10,-9,1.0000,7.3,6.7,7.41,11.26,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,16,2021,12,12,1205,11,10,D,56.9983,20.8017,57.0083,20.7983,42H0,70,V,H_16,1,1,C,-9.0000,-9,-9,-9,150,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,340,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,225,10,-9,1.0000,7.2,6.5,7.41,7.37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,17,2021,12,12,1325,9,20,D,57.0183,20.9800,57.0333,20.9933,43H0,29,V,H_17,1,1,C,-9.0000,-9,-9,-9,75,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,25,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,225,12,-9,1.0000,6.4,6.4,7.39,7.38,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,18,2021,12,13,0720,11,15,D,56.5650,20.4083,56.5683,20.3917,42H0,76,V,H_18,1,1,C,-9.0000,-9,-9,-9,175,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,275,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,158,7,-9,0.5000,7.2,6.5,7.41,10.95,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,19,2021,12,13,0845,12,-9,D,56.5317,20.2483,56.5317,20.2483,42H0,91,N,H_19,1,1,C,-9.0000,-9,-9,-9,-9,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,225,4,-9,0.5000,7.4,6.8,7.45,11.46,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,232,9,2021,11,23,0828,10,30,D,55.6820,14.4681,55.6670,14.5038,40G4,51,V,-9,1,1,C,7.5000,-9,-9,2797,235,-9,-9,4.4000,720,65.0,25.0,213,-9.0000,488,127,3.0000,3.4000,-9,-9.0000,-9,-9.0000,330,4,-9,-9.0000,8.6,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,233,10,2021,11,23,1023,11,30,D,55.6373,14.6196,55.6534,14.6540,40G4,61,V,975,1,1,C,7.6000,-9,-9,2797,280,-9,-9,4.4000,720,64.0,25.0,213,-9.0000,488,51,3.0000,3.2000,-9,-9.0000,-9,-9.0000,300,2,-9,0.4000,8.7,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,234,11,2021,11,23,1352,10,20,D,55.7705,15.2604,55.7705,15.2893,40G5,56,A,-9,1,1,C,7.4000,-9,-9,1815,280,-9,-9,4.4000,720,64.0,25.0,213,-9.0000,488,90,2.9000,3.0000,-9,-9.0000,-9,-9.0000,240,6,-9,-9.0000,7.6,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,235,12,2021,11,24,0700,11,30,D,55.7702,15.5542,55.7740,15.5977,40G5,61,V,977,1,1,C,7.0000,-9,-9,2759,260,-9,-9,4.4000,720,60.0,25.0,213,-9.0000,488,81,2.9000,3.4000,-9,-9.0000,-9,-9.0000,270,10,-9,-9.0000,7.4,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,236,13,2021,11,24,0918,10,30,D,55.8353,15.9460,55.8461,15.9847,40G5,57,V,978,1,1,C,7.6000,-9,-9,2704,260,-9,-9,4.4000,720,64.0,25.0,213,-9.0000,488,64,2.9000,3.4000,-9,-9.0000,-9,-9.0000,270,9,-9,-9.0000,7.6,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,237,14,2021,11,24,1306,11,30,D,55.5237,16.3205,55.5304,16.3625,40G6,72,V,-9,1,1,C,7.5000,-9,-9,2759,310,-9,-9,4.4000,720,61.0,24.0,213,-9.0000,488,74,2.9000,3.4000,-9,-9.0000,-9,-9.0000,270,9,-9,-9.0000,9.0,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,226,3,2021,11,21,1220,9,30,D,55.2882,13.9204,55.2760,13.9591,39G3,39,V,-9,1,1,C,8.4000,-9,-9,2815,220,-9,-9,4.4000,720,57.0,22.0,213,-9.0000,488,119,3.0000,3.3000,-9,-9.0000,-9,-9.0000,40,7,-9,-9.0000,10.0,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,227,4,2021,11,22,0709,11,16,D,55.4673,14.6151,55.4711,14.6383,39G4,67,V,969,1,1,C,6.8000,-9,-9,1519,300,-9,-9,4.4000,720,61.0,24.0,213,-9.0000,488,74,3.0000,3.1000,-9,-9.0000,-9,-9.0000,0,8,-9,0.7000,9.1,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,228,5,2021,11,22,0943,11,25,D,55.6092,14.5927,55.5986,14.5617,40G4,66,V,970,1,1,C,7.3000,-9,-9,2296,300,-9,-9,4.4000,720,60.0,24.0,213,-9.0000,488,239,2.9000,2.9000,-9,-9.0000,-9,-9.0000,340,4,-9,0.5000,8.8,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,229,6,2021,11,22,1205,9,20,D,55.6985,14.3633,55.7120,14.3468,40G4,36,V,971,1,1,C,8.0000,-9,-9,1815,210,-9,-9,4.4000,720,60.0,23.0,213,-9.0000,488,325,2.9000,3.3000,-9,-9.0000,-9,-9.0000,310,3,-9,-9.0000,8.5,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,230,7,2021,11,22,1316,9,30,D,55.7030,14.3739,-9.0000,-9.0000,40G4,39,V,-9,1,1,C,8.2000,-9,-9,2741,200,-9,-9,4.4000,720,58.0,23.0,213,-9.0000,488,76,2.9000,3.4000,-9,-9.0000,-9,-9.0000,280,5,-9,-9.0000,8.9,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,231,8,2021,11,23,0706,9,22,D,55.7092,14.3904,55.7141,14.4217,40G4,39,V,973,1,1,C,7.9000,-9,-9,2037,200,-9,-9,4.4000,720,59.0,23.0,213,-9.0000,488,75,3.0000,3.4000,-9,-9.0000,-9,-9.0000,330,5,-9,-9.0000,8.8,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,9,2021,12,11,0910,9,15,D,57.4000,21.3450,57.4133,21.3417,43H1,30,V,H_9,1,1,C,-9.0000,-9,-9,-9,70,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,350,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,7,-9,0.5000,5.1,5.1,7.27,7.27,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,10,2021,12,11,1315,12,15,D,57.3533,20.5917,57.3617,20.5850,43H0,89,V,H_10,1,1,C,-9.0000,-9,-9,-9,190,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,330,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,158,7,-9,0.5000,7.2,6.5,7.46,10.74,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,11,2021,12,12,0550,14,-9,D,57.1800,20.4317,57.1800,20.4317,43H0,133,N,H_11,1,1,C,-9.0000,-9,-9,-9,-9,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,203,7,-9,0.5000,6.8,7.3,7.43,12.42,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,12,2021,12,12,0650,12,-9,D,57.1733,20.5833,57.1733,20.5833,43H0,95,N,H_12,1,1,C,-9.0000,-9,-9,-9,-9,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,203,10,-9,0.5000,7.3,6.8,7.43,11.32,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,13,2021,12,12,0730,12,-9,D,57.1767,20.6667,57.1767,20.6667,43H0,85,N,H_13,1,1,C,-9.0000,-9,-9,-9,-9,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,158,10,-9,1.0000,7.3,6.7,7.43,11.17,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,225,2,2021,11,21,1021,9,25,D,55.3125,13.8038,55.3151,13.8403,39G3,39,V,967,1,1,C,6.0000,-9,-9,2352,220,-9,-9,4.4000,720,61.0,23.0,213,-9.0000,488,83,3.0000,3.2000,-9,-9.0000,-9,-9.0000,300,10,-9,1.0000,10.0,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,3,2021,12,9,1110,9,30,D,56.6483,20.7517,56.6317,20.7233,42H0,39,V,H_3,1,1,C,-9.0000,-9,-9,-9,100,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,215,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,12,-9,1.0000,6.5,6.6,7.34,7.35,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,4,2021,12,10,0840,10,20,D,57.2183,21.1150,57.2317,21.1300,43H1,47,V,H_4,1,1,C,-9.0000,-9,-9,-9,125,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,35,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,135,16,-9,1.0000,5.9,5.9,7.37,7.37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,5,2021,12,10,1030,10,10,D,57.2367,21.0583,57.2467,21.0583,43H1,56,V,H_5,1,1,C,-9.0000,-9,-9,-9,125,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,5,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,135,12,-9,1.0000,5.8,5.9,7.40,7.40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,6,2021,12,10,1135,11,15,D,57.2683,21.0450,57.2783,21.0333,43H1,62,V,H_6,1,1,C,-9.0000,-9,-9,-9,150,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,325,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,12,-9,1.0000,5.8,5.8,7.37,7.37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,7,2021,12,10,1230,11,15,D,57.3067,20.9817,57.3133,20.9683,43H0,64,V,H_7,1,1,C,-9.0000,-9,-9,-9,150,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,315,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,12,-9,1.0000,6.3,6.1,7.40,7.40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,8,2021,12,11,0710,9,20,D,57.4967,21.4300,57.5133,21.4200,43H1,24,V,H_8,1,1,C,-9.0000,-9,-9,-9,75,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,340,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,7,-9,0.5000,4.8,5.4,7.20,7.26,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26191,62,2021,11,30,1254,12,20,D,54.6283,19.3100,54.6450,19.3050,38G9,88,V,772,1,1,C,7.0000,-9,-9,1887,220,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,352,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.2,6.7,7.40,11.43,Y,64,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26288,63,2021,12,1,0648,12,15,D,54.6133,19.1567,54.6200,19.1750,38G9,85,V,773,1,1,C,7.0000,-9,-9,1398,190,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,56,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.9,6.6,7.39,11.19,Y,65,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26219,64,2021,12,1,0942,9,5,D,54.4000,18.9933,54.4017,18.9983,37G8,29,V,774,1,1,C,7.0000,-9,-9,376,75,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,56,2.6000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,7.9,8.9,6.59,7.28,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,SE,77SE,TVL,75,S,T,224,1,2021,11,21,0704,10,25,D,55.1768,13.3110,55.1810,13.2759,39G3,42,V,966,1,1,C,6.9000,-9,-9,2371,220,-9,-9,4.4000,720,53.0,22.0,213,-9.0000,488,282,3.0000,3.0000,90,0.1000,-9,-9.0000,280,11,-9,1.0000,10.1,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,1,2021,12,9,0720,9,15,D,56.6233,20.7033,56.6300,20.7150,42H0,39,V,H_1,1,1,C,-9.0000,-9,-9,-9,100,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,50,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,12,-9,1.0000,7.2,7.2,7.39,7.39,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LV,67BC,TVL,75,R,T,2,2,2021,12,9,0905,10,15,D,56.6450,20.6700,56.6367,20.6567,42H0,49,V,H_2,1,1,C,-9.0000,-9,-9,-9,125,16,-9,4.3000,520,-9.0,-9.0,-9,-9.0000,-9,215,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,12,-9,1.0000,7.6,7.6,7.39,7.39,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26045,56,2021,11,28,1344,12,20,D,55.2767,19.0267,55.2767,19.0550,39G9,81,V,766,1,1,C,7.0000,-9,-9,1799,200,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,93,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.5,6.4,7.27,11.00,Y,54,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26212,57,2021,11,29,0652,12,20,D,55.5383,18.4150,55.5217,18.4250,40G8,91,V,767,1,1,C,7.0000,-9,-9,1953,225,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,164,3.1000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,7.6,6.7,7.16,11.10,Y,40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26161,58,2021,11,29,0815,8,0,D,55.4983,18.3017,55.4983,18.3017,39G8,88,N,768,1,1,C,-9.0000,-9,-9,0,-9,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,7.5,6.4,7.15,10.54,Y,42,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26101,59,2021,11,29,0941,12,30,D,55.4300,18.4467,55.4183,18.4100,39G8,87,V,769,1,1,C,7.0000,-9,-9,2664,225,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,238,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,7.6,7.6,7.13,11.85,Y,38,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26046,60,2021,11,29,1233,11,15,D,55.3283,18.1200,55.3183,18.1367,39G8,79,V,770,1,1,C,7.0000,-9,-9,1537,175,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,136,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.2,8.5,7.23,13.01,Y,45,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26094,61,2021,11,30,0653,12,20,D,55.1800,18.9450,55.1833,18.9717,39G8,89,V,771,1,1,C,7.0000,-9,-9,1740,220,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,78,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.1,6.8,7.23,11.74,Y,50,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26HF,TVS,-9,S,-9,663,63,2021,11,5,1410,9,30,D,56.8756,12.1839,56.8960,12.2074,42G2,35,V,664,1,1,R,1.8000,-9,-9,2682,150,-9,-9,-9.0000,-9,56.2,-9.0,-9,-9.0000,-9,-9,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,295,10,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26HF,TVS,-9,S,-9,665,64,2021,11,6,0839,10,30,D,57.0066,12.1204,57.0217,12.1568,43G2,45,V,666,1,1,R,1.7000,-9,-9,2771,200,-9,-9,-9.0000,-9,64.0,-9.0,-9,-9.0000,-9,-9,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,285,12,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26HF,TVS,-9,S,-9,667,65,2021,11,6,1158,10,30,D,57.1289,11.8253,57.1528,11.8373,43G1,51,V,668,1,1,R,1.7000,-9,-9,2761,220,-9,-9,-9.0000,-9,65.7,-9.0,-9,-9.0000,-9,-9,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,280,9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26107,53,2021,11,28,0824,12,20,D,55.5217,18.9933,55.5050,18.9950,40G8,88,V,763,1,1,C,7.0000,-9,-9,1862,200,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,177,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.0,6.7,7.25,11.59,Y,40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26106,54,2021,11,28,1011,12,20,D,55.4417,18.9117,55.4367,18.8850,39G8,90,V,764,1,1,C,7.0000,-9,-9,1779,220,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,251,2.8000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.4,7.2,7.25,11.92,Y,51,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26105,55,2021,11,28,1139,12,20,D,55.3767,18.8350,55.3650,18.8167,39G8,90,V,765,1,1,C,7.0000,-9,-9,1744,220,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,225,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.3,6.7,7.23,11.61,Y,53,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26HF,TVS,-9,S,-9,650,57,2021,11,4,0706,9,30,D,56.2224,11.9660,56.2441,11.9861,41G1,28,V,651,1,1,R,1.7000,-9,-9,2711,150,-9,-9,-9.0000,-9,55.5,-9.0,-9,-9.0000,-9,-9,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,93,8,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
